,ID,Name,Age,Nationality,Overall,Potential,Club,Contract,Value,Wage,Total stat
19437,246701,Lukáš Greššák,29,Slovakia,61,61,Zagłębie Sosnowiec,2019 ~ 2019,€200K,€2K,1514
19438,246702,Kabongo Kasongo,23,Congo DR,70,74,Al Wehda,2017 ~ 2021,€2.4M,€15K,1627
19439,246703,Giorgi Gabedava,28,Georgia,62,62,Zagłębie Sosnowiec,2019 ~ 2019,€325K,€2K,1537
19440,246407,Carlos Áñez,25,Bolivia,65,66,Club Deportivo Jorge Wilstermann,2021 ~ 2022,€775K,€500,1488
19441,246408,Bilal Chibani,19,Belgium,61,72,Royal Excel Mouscron,2018 ~ 2021,€425K,€2K,1654
19442,246409,Pontus Kindberg,17,Sweden,52,66,Östersunds FK,2018 ~ 2021,€170K,€500,1353
19443,246410,Robin Wikberg,17,Sweden,48,60,Östersunds FK,2018 ~ 2021,€100K,€500,1127
19444,246411,Gustav Wikstrand,17,Sweden,49,58,Östersunds FK,2018 ~ 2021,€90K,€500,1189
19445,246412,Isac Häggman,18,Sweden,47,59,Östersunds FK,2018 ~ 2021,€110K,€500,1228
19446,246415,Noah Fadiga,21,Belgium,66,77,Heracles Almelo,2020 ~ 2023,€1.8M,€2K,1715
19447,246418,Alexander Bolaños,20,Ecuador,57,72,Barcelona Sporting Club,2020 ~ 2023,€400K,€500,1511
19448,246421,Lukáš Hušek,19,Czech Republic,58,77,AC Sparta Praha,2020 ~ 2023,€500K,€500,1365
19449,246422,Sidnei Tavares,18,Portugal,61,80,Leicester City,2019 ~ 2021,€825K,€4K,1690
19450,246424,Joachim Rothmann,20,Denmark,58,68,FC Nordsjælland,2018 ~ 2022,€450K,€2K,1473
19451,246425,Thais Damgaard Nielsen,18,Denmark,48,66,Vejle Boldklub,2018 ~ 2019,€60K,€1K,1206
19452,246427,Martijn Berden,23,Netherlands,64,67,Go Ahead Eagles,2019 ~ 2022,€800K,€2K,1531
19453,246428,Kazim Çelik,19,Turkey,62,73,Yukatel Kayserispor,2018 ~ 2023,€500K,€2K,1503
19454,246429,Jethro Mashart,18,Netherlands,57,69,NAC Breda,2018 ~ 2021,€150K,€1K,1524
19455,246432,Tobias Englund,31,Sweden,63,63,Falkenbergs FF,2017 ~ 2023,€350K,€800,1630
19456,246433,Karl Söderström,34,Sweden,62,62,Falkenbergs FF,2018 ~ 2021,€190K,€750,1573
19457,246436,Kyung Gun Mun,26,Korea Republic,64,68,Jeju United FC,2022 ~ 2024,€625K,€1K,1017
19458,246437,Yusuke Goto,28,Japan,67,67,Shimizu S-Pulse,2020 ~ 2023,€1M,€2K,1802
19459,246439,Víctor Martínez Manrique,21,Spain,65,76,Gimnàstic de Tarragona,2018 ~ 2021,€825K,€2K,1723
19460,246440,Yuji Hoshi,27,Japan,64,64,Oita Trinita,2018 ~ 2021,€625K,€1K,1702
19461,246441,Rei Matsumoto,33,Japan,66,66,Oita Trinita,2015 ~ 2022,€525K,€2K,1755
19462,246442,Naoya Fukumori,28,Japan,63,63,Vegalta Sendai,2021 ~ 2024,€425K,€1K,1554
19463,246443,Yoshinori Suzuki,28,Japan,69,69,Shimizu S-Pulse,2021 ~ 2023,€1.2M,€3K,1531
19464,246447,Elio Nicolas Firmino,18,Brazil,52,72,New England Revolution,2018 ~ 2022,€100K,€500,1398
19465,246448,Roman Campbell,19,England,54,65,Gillingham,2018 ~ 2021,€110K,€1K,1330
19466,246449,Giovane Mário De Jesus,20,Brazil,52,62,Atlético Nacional,2018 ~ 2019,€80K,€1K,1394
19467,246450,Kévin Cabral,21,France,67,76,LA Galaxy,2021 ~ 2025,€2.3M,€2K,1650
19468,246451,Vinni Triboulet,22,Cameroon,63,71,AS Nancy Lorraine,2018 ~ 2022,€1.1M,€2K,1563
19469,246452,Samir Bouzar,21,France,58,66,AS Nancy Lorraine,2018 ~ 2022,€425K,€900,1439
19470,246455,Pablo Ramón Parra,17,Spain,62,81,RCD Mallorca,2018 ~ 2019,€550K,€1K,1458
19471,246457,Cyril Ngonge,21,Belgium,66,76,FC Groningen,2021 ~ 2025,€1.9M,€2K,1647
19472,246458,Benjamín Galdames,20,Mexico,60,69,Unión Española,2018 ~ 2023,€550K,€950,1509
19473,246460,Nestor Muñoz,21,Chile,54,62,CD Universidad de Concepción,2018 ~ 2019,€100K,€600,1364
19474,246461,Benjamín Jerez,20,Chile,56,71,Colo-Colo,2018 ~ 2021,€180K,€950,1480
19475,246462,Daian García,23,Argentina,58,67,Gimnasia y Esgrima La Plata,2018 ~ 2021,€450K,€3K,1413
19476,246463,Fabio Dixon,19,Switzerland,56,72,FC Zürich,2018 ~ 2021,€170K,€1K,1421
19477,246464,Jannick Theißen,22,Germany,59,68,1. FC Saarbrücken,2021 ~ 2021,€450K,€650,896
19478,246466,Georgios Pintidis,19,Germany,55,71,FC Ingolstadt 04,2017 ~ 2022,€170K,€750,1469
19479,246467,Ali Youssef,20,Sweden,60,69,BK Häcken,2018 ~ 2023,€550K,€800,1487
19480,246468,Han Geun Park,23,Korea Republic,49,55,Jeju United FC,2018 ~ 2022,€30K,€600,852
19481,246470,José Vivanco,21,Argentina,58,71,San Lorenzo de Almagro,2018 ~ 2021,€230K,€2K,1314
19482,246471,Federico Girotti,22,Argentina,70,77,Club Atlético Talleres,2022 ~ 2025,€3.3M,€9K,1723
19483,246546,Tomás Ortíz,21,Argentina,64,72,Defensa y Justicia,2019 ~ 2024,€1.3M,€3K,1744
19484,246547,Facundo Almada,22,Argentina,68,76,Rosario Central,2018 ~ 2022,€2.5M,€6K,1591
19485,246549,Mahamé Siby,24,Mali,66,72,Paris FC,"Jun 30, 2022 On Loan",€1.2M,€5K,1649
19486,246551,Tomás Fernández,22,Argentina,57,67,Gimnasia y Esgrima La Plata,2020 ~ 2023,€350K,€2K,1355
19487,246552,Óskar Sverrisson,28,Iceland,60,60,Varbergs BoIS FC,2022 ~ 2024,€220K,€700,1559
19488,246555,Jun Okano,21,Japan,55,63,Oita Trinita,2016 ~ 2022,€110K,€600,1306
19489,246557,Laurențiu Corbu,27,Romania,63,63,AFC Chindia Târgoviște,2020 ~ 2022,€475K,€2K,1547
19490,246558,Alin Dudea,24,Romania,60,65,FC Dinamo 1948 Bucureşti,2014 ~ 2022,€325K,€850,1410
19491,246559,Vlad Olteanu,24,Romania,59,66,CSM Politehnica Iași,2020 ~ 2021,€425K,€1K,1568
19492,246560,Daniel Popa,25,Romania,65,68,AFC Chindia Târgoviște,2021 ~ 2024,€950K,€2K,1563
19493,246561,Mihai Popescu,27,Romania,64,66,Heart of Midlothian,2020 ~ 2022,€625K,€2K,1426
19494,246562,Deian Sorescu,23,Romania,70,75,Raków Częstochowa,2022 ~ 2024,€2.4M,€5K,1951
19495,246564,Ricardo Grigore,22,Romania,63,69,FC Dinamo 1948 Bucureşti,2017 ~ 2024,€700K,€1K,1378
19496,246590,Yann Kasaï,21,Switzerland,53,67,FC Zürich,2018 ~ 2020,€130K,€2K,1297
19497,246591,Mark Coyle,24,Republic of Ireland,62,69,Finn Harps,2018 ~ 2021,€750K,€500,1594
19498,246593,Javier Almerge Viñuales,19,Spain,60,76,SD Huesca,2017 ~ 2021,€600K,€2K,1498
19499,246595,Kohei Isa,29,Japan,64,64,Oita Trinita,2014 ~ 2023,€575K,€1K,1742
19500,246288,Edrisa Bojang,17,Sweden,52,69,Hammarby IF,2018 ~ 2021,€80K,€500,827
19501,246289,César Huerta,20,Mexico,64,72,Club Deportivo Guadalajara,2018 ~ 2021,€1.3M,€8K,1700
19502,246290,Yadir Meneses,19,Colombia,58,75,Envigado FC,2018 ~ 2022,€275K,€500,1415
19503,246291,Leo Cornic,20,Norway,57,71,Djurgårdens IF,2021 ~ 2024,€375K,€950,1416
19504,246292,José Guadalupe Hernández,22,Mexico,64,73,Club Atlético de San Luis,2021 ~ 2024,€1.3M,€3K,1644
19505,246294,José Ángel Chávez,21,Mexico,57,67,Tiburones Rojos de Veracruz,2018 ~ 2021,€170K,€2K,1473
19506,246297,Himad Abdelli,21,France,65,72,Le Havre AC,2018 ~ 2022,€1.4M,€2K,1718
19507,246299,Djibril Diani,23,France,60,67,Stade Malherbe Caen,2022 ~ 2024,€450K,€900,1516
19508,246300,Brayan Vera,22,Colombia,59,68,Lecce,2021 ~ 2023,€475K,€650,1477
19509,246301,Łukasz Poręba,21,Poland,63,72,Zagłębie Lubin,2018 ~ 2022,€1M,€1K,1671
19510,246303,Yuya Hashiuchi,31,Japan,64,64,Matsumoto Yamaga FC,2017 ~ 2020,€325K,€1K,1450
19511,246305,Tomás Moschión,21,Argentina,62,70,Club Atlético Colón,2018 ~ 2023,€850K,€2K,1623
19512,246306,Carlos Doncel Ordóñez,23,Spain,66,72,SD Ponferradina,"Jun 30, 2021 On Loan",€1.4M,€5K,1648
19513,246307,Lebohang Maboe,24,South Africa,67,70,,Free,€0,€0,1705
19514,246309,Miguel Mariz Luís,22,Portugal,64,68,Warta Poznań,"Jun 30, 2022 On Loan",€850K,€2K,1787
19515,246310,Christian Cappis,21,United States,64,74,Brøndby IF,2021 ~ 2025,€1.3M,€3K,1692
19516,246311,Aaron Heap,18,Northern Ireland,51,68,Oxford United,2018 ~ 2020,€80K,€600,1372
19517,246313,Slavi Spasov,19,Bulgaria,52,67,Oxford United,2018 ~ 2022,€190K,€1K,1335
19518,246314,Meriton Kastrati,20,Switzerland,52,61,Grasshopper Club Zürich,2018 ~ 2021,€70K,€2K,1301
19519,246315,Liam Smyth,18,Northern Ireland,52,67,Stevenage,2018 ~ 2021,€190K,€700,1331
19520,246318,Toby Stevenson,20,England,54,68,Charlton Athletic,2018 ~ 2020,€140K,€2K,1370
19521,246320,Goh Dong Min,20,Korea Republic,56,66,Matsumoto Yamaga FC,2017 ~ 2020,€120K,€500,882
19522,246323,Ibuki Fujita,28,Japan,62,62,Matsumoto Yamaga FC,2018 ~ 2022,€300K,€1K,1635
19523,246324,Takayoshi Ishihara,28,Japan,64,64,Vegalta Sendai,2019 ~ 2023,€525K,€1K,1792
19524,246325,Camron McWilliams,18,England,51,64,Northampton Town,2018 ~ 2020,€60K,€800,1363
19525,246327,Nick van den Dam,19,Netherlands,55,72,De Graafschap,2018 ~ 2021,€140K,€500,797
19526,246329,Mounaïm El Idrissy,22,France,64,72,AC Ajaccio,2018 ~ 2023,€1.3M,€2K,1567
19527,246330,Kevin Ogudugu,17,Norway,51,68,Vålerenga Fotball,2018 ~ 2019,€70K,€500,1297
19528,246331,Harald Martin Hauso,18,Norway,52,68,Vålerenga Fotball,2018 ~ 2020,€100K,€500,1254
19529,246333,Charlie Jolley,20,England,60,65,Tranmere Rovers,2021 ~ 2022,€375K,€1K,1452
19530,246334,Alfred Ndengane,33,South Africa,66,66,Orlando Pirates,2018 ~ 2020,€400K,€500,1539
19531,246336,Matko Miljevic,20,United States,63,74,Club de Foot Montréal,2021 ~ 2024,€1.1M,€2K,1661
19532,246337,Masaki Iida,33,Japan,68,68,Matsumoto Yamaga FC,2011 ~ 2022,€425K,€2K,1419
19533,246339,Paulo Roberto Gonzaga,30,Brazil,66,66,Matsumoto Yamaga FC,2018 ~ 2022,€600K,€2K,1748
19534,246341,Takaaki Shichi,27,Japan,66,66,Avispa Fukuoka,2021 ~ 2023,€825K,€1K,1794
19535,246345,Jin Woo Jo,21,Korea Republic,58,71,Daegu FC,2020 ~ 2021,€475K,€950,1249
19536,246348,Juan Carlos Díaz,20,Colombia,62,70,Independiente Medellín,2018 ~ 2022,€875K,€650,1725
19537,246353,Richie Musaba,20,Netherlands,61,71,Fortuna Sittard,2020 ~ 2022,€725K,€2K,1554
19538,246354,Strahinja Tanasijević,23,Serbia,59,64,Chievo Verona,2018 ~ 2021,€300K,€600,1374
19539,246381,Nawaf Al Habashi,22,Saudi Arabia,54,64,Al Shabab,2018 ~ 2022,€240K,€4K,1439
19540,246382,Mamudu Moro,26,Ghana,63,64,Mjällby AIF,2020 ~ 2023,€575K,€1K,1626
19541,246383,Charlie Weberg,21,Sweden,62,71,Helsingborgs IF,2017 ~ 2021,€425K,€500,1461
19542,246384,Mattias Almeida,20,Sweden,54,68,Helsingborgs IF,2018 ~ 2021,€150K,€500,1389
19543,246385,Adi Nalić,23,Bosnia and Herzegovina,66,73,Malmö FF,2019 ~ 2022,€1.7M,€2K,1705
19544,246386,Bruno Méndez,18,Uruguay,72,82,,Free,€0,€0,1551
19545,246387,Mathías Suárez,25,Uruguay,68,72,Montpellier Hérault SC,2019 ~ 2023,€1.6M,€9K,1748
19546,246388,Nahuel Ferraresi,22,Venezuela,71,79,Estoril Praia,2020 ~ 2022,€3.9M,€5K,1490
19547,246389,Ylldren Ibrahimaj,25,Kosovo,67,68,Lillestrøm SK,2022 ~ 2024,€1.2M,€2K,1831
19548,246390,Sondre Bjørshol,27,Norway,66,66,Viking FK,2018 ~ 2022,€825K,€2K,1573
19549,246391,Tord Johnsen Salte,21,Norway,58,71,Viking FK,2018 ~ 2021,€475K,€600,1402
19550,246393,Johnny Furdal,35,Norway,64,64,Viking FK,2018 ~ 2021,€230K,€1K,1692
19551,246394,Even Østensen,27,Norway,61,61,Viking FK,2018 ~ 2020,€350K,€1K,1489
19552,246395,Vinnie Steels,17,England,55,68,Burnley,2018 ~ 2020,€140K,€650,1362
19553,246396,Luis Sánchez,20,Colombia,61,74,América de Cali,2018 ~ 2024,€775K,€650,1677
19554,246397,Carl Thulin,19,Sweden,53,65,Helsingborgs IF,2018 ~ 2020,€90K,€500,1205
19555,246398,Santiago Rojas,25,Paraguay,72,76,Club Nacional,2019 ~ 2024,€2.6M,€500,1053
19556,246400,Daire O'Connor,23,Republic of Ireland,59,68,Cork City,2018 ~ 2020,€500K,€600,1611
19557,246403,Beder Caicedo,29,Ecuador,70,70,Independiente del Valle,2020 ~ 2022,€1.4M,€650,1795
19558,246404,Jhon Cifuente,28,Ecuador,69,69,Delfín Sporting Club,2020 ~ 2022,€1.4M,€550,1600
19559,246405,Bryan Angulo,25,Ecuador,70,73,Cruz Azul,2019 ~ 2022,€2.1M,€31K,1652
19560,246168,Bledian Krasniqi,20,Switzerland,62,75,FC Zürich,2018 ~ 2024,€950K,€2K,1700
19561,246169,Roberto López Alcaide,21,Spain,69,79,Real Sociedad B,2021 ~ 2025,€3.1M,€3K,1611
19562,246170,Luis Felipe Gómez,21,Colombia,61,70,Santa Clara,2018 ~ 2023,€725K,€1K,1467
19563,246171,Lifumpa Mwandwe,18,England,51,68,Shrewsbury Town,2018 ~ 2020,€80K,€700,1248
19564,246176,Ramazan Keskin,19,Turkey,59,68,Bursaspor,2018 ~ 2022,€200K,€2K,1551
19565,246179,Daniël van Kaam,21,Netherlands,67,76,FC Groningen,2017 ~ 2023,€2.2M,€3K,1791
19566,246180,Alfie Bates,20,England,59,71,Walsall,2018 ~ 2023,€525K,€2K,1708
19567,246182,Matěj Pulkrab,24,Czech Republic,72,75,AC Sparta Praha,2016 ~ 2022,€3.2M,€800,1701
19568,246184,Marc-Olivier Doué,19,France,57,71,PEC Zwolle,2018 ~ 2021,€375K,€850,1333
19569,246188,Diego Hernández,19,Mexico,62,74,Club Atlético de San Luis,"May 31, 2020 On Loan",€525K,€4K,1514
19570,246189,Paul Arano,26,Bolivia,63,64,Club Deportivo Jorge Wilstermann,2020 ~ 2021,€575K,€500,1641
19571,246190,Mikhail Ignatov,21,Russia,67,77,Spartak Moskva,2018 ~ 2025,€2.3M,€14K,1732
19572,246194,Branden Horton,20,England,58,66,Doncaster Rovers,2018 ~ 2022,€425K,€1K,1377
19573,246195,Callan Elliot,21,New Zealand,59,66,Wellington Phoenix,2021 ~ 2023,€425K,€600,1611
19574,246196,Reuben Way,28,Australia,58,58,Wellington Phoenix,2018 ~ 2019,€100K,€1K,1603
19575,246197,Dennis Gyamfi,17,Ghana,57,75,Leicester City,2018 ~ 2020,€190K,€500,1478
19576,246199,Ed Elewa-Ikpakwu,18,England,56,71,Leicester City,2018 ~ 2020,€170K,€3K,1467
19577,246201,Edison López,19,Colombia,53,68,Envigado FC,2018 ~ 2021,€130K,€500,1429
19578,246202,Johan Madrid,24,Peru,67,70,Club Sporting Cristal,2016 ~ 2023,€1.3M,€500,1582
19579,246227,Thomas Hillman,17,Wales,48,57,Newport County,2018 ~ 2019,€40K,€1K,1218
19580,246231,Eliano Reijnders,20,Netherlands,65,74,PEC Zwolle,2018 ~ 2025,€1.6M,€2K,1645
19581,246233,Jared Khasa,23,France,61,67,Pau FC,"Jun 30, 2022 On Loan",€525K,€4K,1573
19582,246234,José Antonio Cobián,21,Mexico,57,66,Club Universidad Nacional,2021 ~ 2023,€375K,€2K,1452
19583,246236,Ezequiel Centurión,24,Argentina,68,73,River Plate,2018 ~ 2022,€1.5M,€4K,1088
19584,246238,Gabriel Kyeremateng,20,Germany,53,67,Stoke City,2018 ~ 2020,€130K,€4K,1290
19585,246239,Jan Matoušek,20,Czech Republic,68,83,SK Slavia Praha,2018 ~ 2022,€2M,€500,1615
19586,246240,Hans Christian Bernat,20,Denmark,64,74,Odense Boldklub,2018 ~ 2024,€1.1M,€2K,1055
19587,246241,Yannic Lenze,17,Germany,57,78,FC Schalke 04,2018 ~ 2020,€190K,€1K,979
19588,246243,Jay Williams,19,England,54,68,Harrogate Town,2021 ~ 2022,€240K,€800,1320
19589,246244,Santiago Ramírez,22,Mexico,54,64,Puebla FC,2020 ~ 2022,€90K,€850,875
19590,246245,Hubert Kisiel,17,Poland,51,68,Miedź Legnica,2018 ~ 2020,€70K,€500,1430
19591,246246,Benjamin Leneis,22,Germany,60,70,1. FC Magdeburg,"Jun 30, 2022 On Loan",€475K,€2K,834
19592,246249,Ryan Rydel,19,England,55,68,Fleetwood Town,2018 ~ 2021,€275K,€850,1451
19593,246253,Roman Tugarev,21,Russia,63,75,FC Lokomotiv Moscow,2016 ~ 2022,€1.2M,€7K,1668
19594,246254,Alexey Mironov,20,Russia,59,72,FC Lokomotiv Moscow,2017 ~ 2022,€550K,€5K,1605
19595,246255,Daniil Kulikov,23,Russia,71,77,FC Lokomotiv Moscow,2016 ~ 2023,€2.7M,€22K,1827
19596,246256,Simon Rhein,23,Germany,69,72,F.C. Hansa Rostock,2021 ~ 2022,€1.7M,€5K,1761
19597,246257,Amar Ćatić,21,Bosnia and Herzegovina,62,71,ADO Den Haag,2020 ~ 2023,€900K,€2K,1585
19598,246258,Lucas Beltrán,20,Argentina,68,78,Club Atlético Colón,"Dec 31, 2022 On Loan",€2.7M,€6K,1713
19599,246259,Axel Grijalva,20,Mexico,58,72,CF Monterrey ,2021 ~ 2024,€450K,€5K,1326
19600,246260,Nathanaël Bai,19,France,55,68,Chamois Niortais Football Club,2018 ~ 2021,€130K,€500,1387
19601,246261,Julián Zea,20,Colombia,59,72,Alianza Petrolera,2020 ~ 2022,€300K,€500,1460
19602,246262,Lucio Soldini,19,Switzerland,54,71,FC Lugano,2018 ~ 2021,€250K,€500,877
19603,246264,Jonas Scholz,21,Germany,55,66,1. FC Kaiserslautern,2018 ~ 2021,€275K,€600,1278
19604,246265,Richardson dos Santos,29,Brazil,65,65,Kashiwa Reysol,2021 ~ 2024,€600K,€3K,1637
19605,246267,Dominik Kotarski,20,Croatia,67,78,Ajax,2017 ~ 2023,€1.9M,€3K,1009
19606,246268,Danny Walker-Rice,19,England,52,64,Tranmere Rovers,2018 ~ 2021,€190K,€950,1353
19607,246269,George Nugent,18,England,53,65,Tranmere Rovers,2020 ~ 2021,€220K,€600,1445
19608,246270,Morten Dyrmose,19,Denmark,52,67,SønderjyskE,2020 ~ 2021,€180K,€1K,1355
19609,246271,Nathan Vitré,20,France,56,68,Clermont Foot 63,2018 ~ 2021,€140K,€1K,1417
19610,246273,Rodel Richards,18,England,59,75,Tottenham Hotspur,2017 ~ 2020,€325K,€5K,1483
19611,246275,Javier Avilés Cortés,23,Spain,66,72,CD Tondela,"Jun 30, 2022 On Loan",€1.4M,€3K,1465
19612,246276,Joaquín Muñoz Benavides,22,Spain,67,76,SD Huesca,2019 ~ 2025,€2.3M,€4K,1610
19613,246277,Luis Meseguer Villanueva,20,Equatorial Guinea,62,76,Rayo Vallecano,2018 ~ 2021,€925K,€1K,1468
19614,246278,Manuel Navarro Sánchez,20,Spain,61,75,Rayo Vallecano,2020 ~ 2022,€775K,€2K,1603
19615,246279,Iván Martos Campillo,24,Spain,70,76,Unión Deportiva Almería,2016 ~ 2024,€2.4M,€5K,1670
19616,246280,Louis Yamaguchi,21,Japan,63,73,Extremadura UD,2017 ~ 2020,€475K,€800,913
19617,246281,Emilio Bernad Sánchez,19,Spain,62,76,Valencia CF,2018 ~ 2020,€550K,€2K,1009
19618,246282,Salvador Ferrer Canals,23,Spain,67,73,Spezia,2019 ~ 2023,€1.5M,€5K,1668
19619,246283,Léo Seydoux,22,Switzerland,61,67,BSC Young Boys,2018 ~ 2021,€500K,€3K,1492
19620,246076,Michał Molenda,17,Poland,54,74,Arka Gdynia,2018 ~ 2020,€110K,€500,1053
19621,246077,Kaine Sheppard,26,England,59,60,Western United FC,2021 ~ 2021,€275K,€650,1421
19622,246078,Christopher Mamengi,20,Netherlands,62,73,FC Utrecht,2018 ~ 2023,€825K,€2K,1547
19623,246080,Geraldo Bajrami,20,Albania,56,67,Birmingham City,2018 ~ 2021,€300K,€2K,1366
19624,246082,Kieron Dawes,18,England,55,72,Birmingham City,2018 ~ 2019,€150K,€2K,1359
19625,246085,Joaquín Pereyra,26,Uruguay,63,64,Montevideo City Torque,2021 ~ 2022,€500K,€500,1322
19626,246086,Iván Roldán,18,Chile,48,61,San Luis de Quillota,2018 ~ 2021,€45K,€500,1260
19627,246087,Antonio Estrada,19,Chile,53,65,San Luis de Quillota,2018 ~ 2021,€100K,€500,1395
19628,246088,Sebastián Parada,17,Chile,50,67,San Luis de Quillota,2018 ~ 2021,€60K,€500,1286
19629,246089,César Landa,19,Mexico,50,60,Tiburones Rojos de Veracruz,2018 ~ 2021,€45K,€1K,1438
19630,246090,Iván Acero,21,Mexico,61,70,Deportivo Toluca,2020 ~ 2024,€700K,€2K,1573
19631,246091,Jorge García,17,Mexico,56,75,Cruz Azul,2018 ~ 2022,€170K,€500,1654
19632,246092,Ali Reghba,21,Republic of Ireland,59,68,Leicester City,2019 ~ 2022,€500K,€10K,1566
19633,246094,Ryan Graydon,20,Republic of Ireland,55,63,Bohemian FC,2018 ~ 2019,€120K,€500,1444
19634,246095,Peter Adigun,18,Republic of Ireland,49,64,Bohemian FC,2018 ~ 2018,€50K,€500,1270
19635,246097,Sergio Gónzalez Martínez,24,Spain,69,75,CD Tenerife,2021 ~ 2024,€2M,€4K,1675
19636,246098,Vítor Tormena de Farias,25,Brazil,75,78,SC Braga,2019 ~ 2024,€6.5M,€12K,1596
19637,246099,Kenzo Goudmijn,19,Netherlands,64,80,Sparta Rotterdam,"Jun 30, 2022 On Loan",€1.5M,€1K,1724
19638,246100,Kristoffer Askildsen,20,Norway,65,77,U.C. Sampdoria,2020 ~ 2024,€1.7M,€4K,1715
19639,246101,Mart Janssen,19,Netherlands,60,68,De Graafschap,2018 ~ 2021,€250K,€1K,1366
19640,246102,Jonathan Vergara Berrio,19,Netherlands,60,72,De Graafschap,2018 ~ 2021,€350K,€1K,1581
19641,246103,Reyer van Doorn,19,Netherlands,58,66,De Graafschap,2018 ~ 2021,€160K,€500,1304
19642,246106,Andrés Herrera,22,Argentina,71,77,River Plate,2022 ~ 2025,€2.8M,€9K,1841
19643,246108,Alexander Díaz,21,Argentina,66,76,Arsenal de Sarandí,"Dec 31, 2022 On Loan",€1.9M,€4K,1625
19644,246109,Kevin Lara,16,Colombia,53,71,Atlético Huila,2018 ~ 2021,€120K,€500,1426
19645,246110,Kevin Salazar,19,Colombia,56,69,Atlético Huila,2018 ~ 2021,€170K,€500,1526
19646,246111,Maximilian Humpenöder,19,Germany,50,57,FC Würzburger Kickers,2018 ~ 2019,€30K,€500,823
19647,246114,Santiago Briñone,23,Argentina,63,70,Patronato,2018 ~ 2021,€950K,€3K,1625
19648,246115,Mauro Valiente,19,Argentina,59,76,Club Atlético Talleres,2018 ~ 2020,€325K,€2K,1422
19649,246116,William Mikalsen,18,Norway,53,68,FK Bodø/Glimt,2018 ~ 2020,€110K,€500,1390
19650,246117,Tobias Johnsen,19,Norway,52,62,FK Bodø/Glimt,2018 ~ 2020,€80K,€550,1334
19651,246119,Ask Tjærandsen-Skau,20,Norway,56,69,FK Bodø/Glimt,2018 ~ 2023,€350K,€750,1589
19652,246120,Antonis Martis,20,Cyprus,53,67,Macarthur FC,"Jun 30, 2022 On Loan",€210K,€3K,1488
19653,246122,Finn Tapp,18,England,51,65,Milton Keynes Dons,2018 ~ 2019,€70K,€1K,1245
19654,246123,Daishawn Redan,20,Netherlands,64,78,PEC Zwolle,"Jun 30, 2022 On Loan",€1.4M,€8K,1562
19655,246124,Nicolas Tié,19,Côte d'Ivoire,57,73,Vitória de Guimarães,2020 ~ 2025,€375K,€550,1150
19656,246125,Karlo Žiger,18,Croatia,53,73,Chelsea,2018 ~ 2021,€100K,€1K,841
19657,246129,Scott Pollock,20,England,56,64,Northampton Town,2018 ~ 2022,€300K,€2K,1590
19658,246130,Sam Jamieson,20,Scotland,57,71,St. Mirren,2018 ~ 2020,€230K,€1K,1497
19659,246132,Conor Lawless,18,England,54,72,Reading,2018 ~ 2021,€250K,€600,1415
19660,246133,Tapmahoe Sopacua,19,Netherlands,58,68,FC Groningen,2018 ~ 2020,€180K,€850,1444
19661,246134,Jack Baxter,19,England,54,69,Preston North End,2018 ~ 2022,€250K,€3K,1533
19662,246135,Tom Stead,18,England,51,67,Preston North End,2018 ~ 2021,€70K,€1K,1210
19663,246138,Cristian Hinestroza,18,Colombia,52,65,América de Cali,2018 ~ 2021,€80K,€500,1238
19664,246141,Filip Holender,25,Hungary,68,69,,Free,€0,€0,1709
19665,246142,Magnus Finne Wørts,22,Denmark,57,68,Mjällby AIF,2021 ~ 2024,€350K,€550,1312
19666,246144,Brian Mwila,25,Zambia,60,63,SC Rheindorf Altach,2018 ~ 2021,€275K,€2K,1445
19667,246146,Isaac Rice,19,England,50,70,Sheffield Wednesday,2018 ~ 2021,€120K,€1K,1232
19668,246150,Juan José Echave,20,Chile,56,68,Unión Española,2018 ~ 2023,€300K,€550,999
19669,246151,Alexander Ahl Holmström,21,Sweden,58,71,Kalmar FF,2018 ~ 2023,€500K,€650,1415
19670,246156,Bouwe Bosma,23,Netherlands,52,59,Coventry City,2018 ~ 2020,€60K,€1K,1371
19671,246157,Ewoud Pletinckx,20,Belgium,67,78,SV Zulte Waregem,2017 ~ 2023,€2.1M,€3K,1407
19672,246160,Habib Gueye,19,Senegal,60,74,Chamois Niortais Football Club,2018 ~ 2019,€400K,€500,1335
19673,246161,Cian Murphy,20,Republic of Ireland,49,63,Cork City,2018 ~ 2023,€110K,€500,1297
19674,246162,Ronan Hurley,20,Republic of Ireland,55,66,Cork City,2018 ~ 2023,€275K,€500,1404
19675,246163,Tomás Clavijo,20,Colombia,56,70,Once Caldas,2018 ~ 2020,€180K,€500,1382
19676,246165,José Luis Sinisterra,20,Colombia,64,74,Club Atlético Lanús,2018 ~ 2020,€725K,€4K,1579
19677,246166,David Harrington,20,Republic of Ireland,50,64,Cork City,2018 ~ 2023,€100K,€500,808
19678,246167,Dale Holland,20,Republic of Ireland,49,61,Cork City,2018 ~ 2023,€110K,€500,1383
19680,245905,Bayleigh Passant,18,England,53,64,Tranmere Rovers,2018 ~ 2020,€70K,€500,909
19681,245908,Mateo García,19,Colombia,60,69,Deportivo Pasto,2019 ~ 2021,€300K,€500,1535
19682,245931,Gianmarco Vannucchi,23,Italy,54,61,US Salernitana 1919,2018 ~ 2021,€70K,€500,873
